policy_number,previous_policy_number,policy_renewal_indicator,portability_indicator,policy_status,policy_issuance_type,policy_classification,group_policy_classification,policy_issue_date,policy_start_date,policy_end_date,cancellation_termination_date,agent_id,sales_manager_id,member_id1,member_id2,member_id3,member_id4,member_id5,sum_insured,total_policy_premium,premium_installment_type,premium_paid_till_date,policy_porting_date,policy_inclusion_date,policy_inclusion_ind,number_of_insured,minimum_possible_si,susp_policy_ind,proposer_mobile_no,policy_procurement_area,previous_sum_insured,policy_renewal_date,prev_policy_expiry_date,intermediary_type,first_policy_number,product_uin,plan_name,product_cd
POL-43707,,N,N,IF,S,I,,2024-04-10,2024-04-15,2025-04-14,,AG1172,SM1007,MEMBER-012168,MEMBER-001619,MEMBER-001679,MEMBER-002247,MEMBER-011767,1406128.74,124743.91,H,124743.91,,,No,5,713082.81,No,9991658829,Urban,,,,SPP,POL-43707,UIN-504,Plan B,TERM_LIFE
POL-17726,,N,N,IF,S,I,,2024-01-05,2024-01-07,2025-01-05,,AG1125,SM1017,MEMBER-013814,MEMBER-014558,,,,508293.07,5453.91,Q,5453.91,,2025-01-03,Yes,2,372743.04,No,9707337269,Urban,,,,ORG,POL-17726,UIN-501,Plan B,CRITICAL_ILLNESS
POL-13659,,N,N,IF,U,I,,2023-09-06,2023-09-06,2024-09-04,,AG1134,SM1029,MEMBER-009591,MEMBER-012979,MEMBER-014419,MEMBER-001518,MEMBER-012626,1008658.66,59844.47,M,54857.43,,,No,5,612393.9,No,9716314972,Rural,,,,IND,POL-13659,UIN-869,Plan C,IND_HEALTH
POL-49905,,N,N,IF,S,I,,2023-04-29,2023-04-29,2024-04-27,,AG1011,SM1020,MEMBER-012071,MEMBER-001441,,,,1134510.52,68993.56,Q,17248.39,,,No,2,775740.92,No,9407638728,Rural,,,,DIR,POL-49905,UIN-910,Plan B,GROUP_HEALTH
POL-34830,,N,N,IF,S,I,,2023-04-29,2023-05-03,2024-05-01,,AG1110,SM1001,MEMBER-010172,,,,,573055.84,11145.13,Y,11145.13,,,No,1,298167.85,No,9030987026,Urban,,,,DIR,POL-34830,UIN-466,Plan C,GROUP_HEALTH
POL-34408,,N,N,TM,U,I,,2024-03-29,2024-04-01,2025-03-31,2025-01-03,AG1046,SM1028,MEMBER-005091,,,,,2386374.53,95505.93,Y,95505.93,,,No,1,1458234.8,No,9171914501,Rural,,,,IND,POL-34408,UIN-557,Plan A,PERSONAL_ACCIDENT
POL-34111,,N,N,IF,S,I,,2024-03-20,2024-03-21,2025-03-20,,AG1055,SM1034,MEMBER-012384,MEMBER-002266,MEMBER-002346,,,2161117.71,185844.49,Y,185844.49,,,No,3,1124159.72,No,9643673089,Rural,,,,IND,POL-34111,UIN-871,Plan A,TERM_LIFE
POL-30477,,N,N,IF,S,I,,2023-09-03,2023-09-06,2024-09-04,,AG1189,SM1029,MEMBER-013072,MEMBER-005957,MEMBER-002853,MEMBER-013033,MEMBER-003631,275604.21,20339.16,H,10169.58,,,No,5,207394.23,No,9819621250,Rural,,,,IOC,POL-30477,UIN-929,Plan A,FAMILY_HEALTH_OPTIMA
POL-44238,POL-42721,Y,N,IF,S,I,,2024-02-15,2024-02-16,2025-02-14,,AG1021,SM1024,MEMBER-013641,MEMBER-008863,,,,258205.88,10225.21,Y,10225.21,,,No,2,167611.96,No,9249787293,Urban,197621.86,2024-02-16,2024-02-15,ORG,POL-42721,UIN-349,Plan B,TERM_LIFE
POL-14750,POL-36919,Y,N,IF,S,I,,2024-07-23,2024-07-28,2025-07-27,,AG1181,SM1039,MEMBER-002251,MEMBER-008925,MEMBER-006808,,,826096.22,34141.56,H,34141.56,,,No,3,509894.85,No,9266311221,Urban,942440.31,2024-07-28,2024-07-27,DIR,POL-36919,UIN-875,Plan A,CRITICAL_ILLNESS
POL-23466,POL-30939,N,Y,XP,U,I,,2023-03-07,2023-03-09,2024-03-07,,AG1053,SM1031,MEMBER-001188,MEMBER-010319,MEMBER-008771,MEMBER-003632,,791469.61,46502.95,Q,11625.74,2023-03-09,,No,4,553954.11,No,9110018022,Urban,805766.98,,2023-03-08,ORG,POL-30939,UIN-901,Plan B,FAMILY_HEALTH_OPTIMA
POL-46601,POL-40571,Y,N,IF,U,I,,2024-01-30,2024-01-30,2025-01-28,,AG1120,SM1024,MEMBER-009657,MEMBER-003755,MEMBER-001240,MEMBER-004851,,932931.74,25122.61,Y,25122.61,,,No,4,680688.45,No,9761458585,Urban,860050.47,2024-01-30,2024-01-29,ORG,POL-40571,UIN-528,Plan A,FAMILY_HEALTH_OPTIMA
POL-47565,POL-25447,N,Y,IF,S,I,,2023-08-19,2023-08-24,2024-08-22,,AG1176,SM1011,MEMBER-004174,,,,,2096314.59,104720.04,H,52360.02,2023-08-24,2023-10-16,Yes,1,1142849.78,No,9748391897,Rural,1969347.4,,2023-08-23,SPP,POL-25447,UIN-207,Plan C,GROUP_HEALTH
POL-44386,POL-23354,Y,N,IF,S,I,,2023-12-30,2024-01-02,2024-12-31,,AG1118,SM1039,MEMBER-007788,MEMBER-009608,MEMBER-010620,MEMBER-008333,,2121829.23,122865.56,Y,122865.56,,,No,4,1175418.48,No,9670333571,Rural,1864353.67,2024-01-02,2024-01-01,IND,POL-23354,UIN-409,Plan B,FAMILY_HEALTH_OPTIMA
POL-37850,POL-46331,Y,N,IF,U,I,,2023-06-15,2023-06-20,2024-06-18,,AG1002,SM1007,MEMBER-002418,MEMBER-003551,,,,616092.62,37920.16,Q,9480.04,,,No,2,442866.12,No,9014317252,Urban,708686.68,2023-06-20,2023-06-19,IND,POL-46331,UIN-478,Plan A,PERSONAL_ACCIDENT
POL-10871,POL-43498,N,Y,XP,S,I,,2023-05-27,2023-05-29,2024-05-27,,AG1003,SM1014,MEMBER-009695,MEMBER-014787,,,,625889.88,34621.58,M,5770.26,2023-05-29,,No,2,415055.2,No,9821651627,Rural,582445.24,,2023-05-28,IND,POL-43498,UIN-195,Plan B,FAMILY_HEALTH_OPTIMA
POL-22478,,N,N,IF,U,I,,2023-01-27,2023-01-28,2024-01-27,,AG1042,SM1035,MEMBER-014241,,,,,1511824.0,93321.51,H,46660.75,,,No,1,882030.5,No,9489849275,Urban,,,,IND,POL-22478,UIN-543,Plan A,FAMILY_HEALTH_OPTIMA
POL-29291,,N,N,CP,S,I,,2023-03-04,2023-03-07,2024-03-05,2023-10-22,AG1164,SM1030,MEMBER-011189,MEMBER-010852,MEMBER-007772,,,363918.49,23889.14,Y,23889.14,,,No,3,276519.65,No,9470499549,Urban,,,,DIR,POL-29291,UIN-277,Plan C,FAMILY_HEALTH_OPTIMA
POL-22614,,N,N,XP,S,I,,2023-08-06,2023-08-06,2024-08-04,,AG1073,SM1040,MEMBER-003613,MEMBER-008271,MEMBER-005613,MEMBER-002328,,1061237.05,39537.05,Q,29652.79,,,No,4,654232.06,No,9190738784,Urban,,,,IND,POL-22614,UIN-458,Plan A,GROUP_HEALTH
POL-24212,,N,N,IF,S,I,,2023-02-20,2023-02-20,2024-02-19,,AG1048,SM1043,MEMBER-013061,MEMBER-001211,MEMBER-010456,MEMBER-001285,MEMBER-001920,1599889.06,70639.63,Q,35319.82,,,No,5,1212155.96,No,9549080396,Rural,,,,IOC,POL-24212,UIN-638,Plan C,PERSONAL_ACCIDENT
POL-12980,POL-11037,N,Y,IF,S,I,,2023-08-24,2023-08-27,2024-08-25,,AG1024,SM1039,MEMBER-010781,,,,,2449861.71,102702.73,H,102702.73,2023-08-27,,No,1,1589317.7,No,9565609341,Urban,2333186.36,,2023-08-26,SPP,POL-11037,UIN-155,Plan C,PERSONAL_ACCIDENT
POL-41329,POL-45220,Y,N,IF,S,I,,2024-03-22,2024-03-24,2025-03-23,,AG1149,SM1031,MEMBER-006648,MEMBER-004016,,,,2167941.95,204369.9,H,204369.9,,,No,2,1302679.6,No,9976348161,Urban,1521475.79,2024-03-24,2024-03-23,IND,POL-45220,UIN-442,Plan B,IND_HEALTH
POL-35621,,N,N,IF,U,I,,2024-06-25,2024-06-30,2025-06-29,,AG1188,SM1033,MEMBER-008995,MEMBER-005975,,,,204629.31,2899.81,Q,724.95,,,No,2,145082.17,No,9575083909,Rural,,,,SPP,POL-35621,UIN-834,Plan B,PERSONAL_ACCIDENT
POL-37949,,N,N,IF,S,I,,2023-04-16,2023-04-18,2024-04-16,,AG1064,SM1011,MEMBER-003918,,,,,799552.33,57688.63,Y,57688.63,,,No,1,540387.56,No,9643127512,Rural,,,,IOC,POL-37949,UIN-671,Plan C,TERM_LIFE
POL-43057,,N,N,IF,S,G,N,2023-09-15,2023-09-17,2024-09-15,,AG1035,SM1015,MEMBER-008360,,,,,5443490.65,335217.95,Y,335217.95,,,No,1,3278400.52,No,9958056519,Rural,,,,ORG,POL-43057,UIN-573,Plan A,TERM_LIFE
POL-11586,,N,N,IF,S,G,N,2023-02-22,2023-02-27,2024-02-26,,AG1046,SM1038,MEMBER-000308,MEMBER-012090,,,,6055426.97,250908.81,H,125454.4,,2023-11-05,Yes,2,4420808.15,No,9501339320,Urban,,,,DIR,POL-11586,UIN-852,Plan A,FAMILY_HEALTH_OPTIMA
POL-38943,POL-41798,Y,N,IF,S,I,,2024-06-14,2024-06-18,2025-06-17,,AG1078,SM1035,MEMBER-008261,MEMBER-007583,MEMBER-007146,MEMBER-011504,MEMBER-014231,2467773.2,211871.71,Y,211871.71,,,No,5,1811683.65,No,9143690977,Rural,2429622.62,2024-06-18,2024-06-17,ORG,POL-41798,UIN-447,Plan B,TERM_LIFE
POL-34410,,N,N,IF,S,I,,2024-06-12,2024-06-16,2025-06-15,,AG1085,SM1000,MEMBER-010608,MEMBER-014350,MEMBER-005551,,,2026418.2,185548.38,Y,185548.38,,,No,3,1234035.44,No,9201943101,Urban,,,,ORG,POL-34410,UIN-936,Plan C,IND_HEALTH
POL-10185,,N,N,IF,S,I,,2023-01-11,2023-01-16,2024-01-15,,AG1155,SM1018,MEMBER-012391,MEMBER-012153,,,,1754506.04,157706.11,Q,78853.05,,,No,2,1099931.78,No,9961100215,Rural,,,,IND,POL-10185,UIN-323,Plan A,PERSONAL_ACCIDENT
POL-26284,,N,N,IF,S,I,,2023-04-01,2023-04-03,2024-04-01,,AG1069,SM1042,MEMBER-003083,,,,,831902.22,24588.56,M,14343.33,,,No,1,480681.13,No,9720011936,Urban,,,,ORG,POL-26284,UIN-641,Plan A,CRITICAL_ILLNESS
POL-44283,POL-21627,Y,N,IF,U,I,,2024-06-11,2024-06-12,2025-06-11,,AG1006,SM1015,MEMBER-008515,MEMBER-004692,,,,238972.3,3156.52,Y,3156.52,,,No,2,130499.8,No,9598069783,Urban,208308.55,2024-06-12,2024-06-11,DIR,POL-21627,UIN-162,Plan B,PERSONAL_ACCIDENT
POL-23054,,N,N,IF,S,G,E,2023-05-02,2023-05-07,2024-05-05,,AG1138,SM1002,MEMBER-000861,MEMBER-014996,MEMBER-001661,,,6717268.63,268934.71,Y,268934.71,,,No,3,3620279.18,No,9381361515,Rural,,,,IND,POL-23054,UIN-202,Plan C,PERSONAL_ACCIDENT
POL-38697,,N,N,IF,U,I,,2024-03-07,2024-03-10,2025-03-09,,AG1089,SM1021,MEMBER-013374,,,,,1053482.75,49247.8,Y,49247.8,,,No,1,599930.44,No,9229914249,Rural,,,,IND,POL-38697,UIN-555,Plan C,GROUP_HEALTH
POL-14506,POL-46809,N,Y,IF,S,I,,2023-09-05,2023-09-05,2024-09-03,,AG1102,SM1039,MEMBER-013511,,,,,2061459.38,91116.72,Y,91116.72,2023-09-05,,No,1,1053579.5,No,9357004128,Rural,1590648.55,,2023-09-04,IND,POL-46809,UIN-107,Plan A,FAMILY_HEALTH_OPTIMA
POL-30921,POL-40711,N,Y,TM,S,I,,2024-08-10,2024-08-15,2025-08-14,2025-02-09,AG1017,SM1035,MEMBER-009986,MEMBER-014819,MEMBER-014212,,,2117334.46,131576.02,Y,131576.02,2024-08-15,,No,3,1491582.19,No,9407309416,Urban,1798902.93,,2024-08-14,IND,POL-40711,UIN-101,Plan C,FAMILY_HEALTH_OPTIMA
POL-32726,POL-46359,Y,N,IF,U,G,N,2024-05-19,2024-05-20,2025-05-19,,AG1024,SM1049,MEMBER-004062,MEMBER-011930,MEMBER-001544,,,5480307.6,260165.76,H,260165.76,,,No,3,4263229.16,No,9921603701,Rural,4877841.13,2024-05-20,2024-05-19,IND,POL-46359,UIN-312,Plan C,FAMILY_HEALTH_OPTIMA
POL-31082,,N,N,IF,U,I,,2024-05-15,2024-05-18,2025-05-17,,AG1071,SM1023,MEMBER-014605,,,,,336700.17,26571.88,Q,19928.91,,,No,1,210052.71,No,9295086020,Urban,,,,ORG,POL-31082,UIN-110,Plan B,GROUP_HEALTH
POL-17735,,N,N,IF,U,I,,2024-02-14,2024-02-17,2025-02-15,,AG1070,SM1039,MEMBER-009731,,,,,2054254.46,122435.23,Y,122435.23,,,No,1,1093155.52,No,9059165778,Urban,,,,IND,POL-17735,UIN-995,Plan B,IND_HEALTH
POL-40172,POL-25904,N,Y,IF,S,I,,2023-11-28,2023-12-02,2024-11-30,,AG1106,SM1037,MEMBER-001333,MEMBER-006812,MEMBER-013997,MEMBER-008982,MEMBER-010244,1932457.93,87784.33,Y,87784.33,2023-12-02,2024-05-10,Yes,5,1364103.96,No,9864156435,Rural,1531673.26,,2023-12-01,ORG,POL-25904,UIN-302,Plan B,IND_HEALTH
POL-17037,,N,N,IF,S,G,N,2023-12-11,2023-12-16,2024-12-14,,AG1034,SM1029,MEMBER-001975,MEMBER-003366,MEMBER-003265,,,4968051.91,448913.92,Y,448913.92,,,No,3,2489399.09,No,9123323827,Rural,,,,ORG,POL-17037,UIN-269,Plan C,CRITICAL_ILLNESS
POL-49560,POL-47029,Y,N,IF,S,I,,2024-07-07,2024-07-07,2025-07-06,,AG1043,SM1045,MEMBER-009279,,,,,394421.49,18113.65,H,18113.65,,,No,1,314625.05,No,9044929426,Rural,440634.98,2024-07-07,2024-07-06,IND,POL-47029,UIN-250,Plan B,CRITICAL_ILLNESS
POL-26723,,N,N,IF,U,I,,2023-03-03,2023-03-08,2024-03-06,,AG1194,SM1016,MEMBER-002365,MEMBER-012946,MEMBER-012298,MEMBER-009670,,1054866.53,63016.02,Y,63016.02,,,No,4,528557.53,No,9191495547,Urban,,,,IND,POL-26723,UIN-779,Plan C,GROUP_HEALTH
POL-20287,POL-42244,N,Y,IF,S,I,,2023-03-11,2023-03-16,2024-03-14,,AG1041,SM1008,MEMBER-007670,MEMBER-011963,MEMBER-007288,,,923047.31,49162.89,Y,49162.89,2023-03-16,,No,3,587168.93,No,9137774101,Rural,897879.34,,2023-03-15,IOC,POL-42244,UIN-217,Plan C,PERSONAL_ACCIDENT
POL-42429,,N,N,IF,S,I,,2024-08-02,2024-08-04,2025-08-03,,AG1127,SM1046,MEMBER-001501,MEMBER-011558,MEMBER-010937,MEMBER-012864,,1084670.39,81489.98,Y,81489.98,,,No,4,754612.79,No,9664877761,Urban,,,,DIR,POL-42429,UIN-607,Plan B,IND_HEALTH
POL-22798,,N,N,IF,S,I,,2023-02-21,2023-02-22,2024-02-21,,AG1065,SM1014,MEMBER-001916,MEMBER-002379,MEMBER-002085,,,1512393.01,88169.75,Y,88169.75,,,No,3,1014012.84,No,9273916416,Urban,,,,ORG,POL-22798,UIN-938,Plan C,GROUP_HEALTH
POL-32573,,N,N,IF,S,I,,2023-01-03,2023-01-05,2024-01-04,,AG1051,SM1004,MEMBER-001015,MEMBER-003409,MEMBER-014721,MEMBER-011610,,1992182.6,110200.72,Y,110200.72,,,No,4,1244303.65,No,9216440204,Urban,,,,IND,POL-32573,UIN-865,Plan A,CRITICAL_ILLNESS
POL-26499,,N,N,IF,S,I,,2023-04-29,2023-05-04,2024-05-02,,AG1092,SM1035,MEMBER-003871,MEMBER-012120,MEMBER-003833,,,1678136.14,83908.94,H,41954.47,,,No,3,974610.43,No,9023279245,Rural,,,,IND,POL-26499,UIN-867,Plan C,FAMILY_HEALTH_OPTIMA
POL-13294,,N,N,IF,S,I,,2024-02-13,2024-02-15,2025-02-13,,AG1041,SM1016,MEMBER-004055,MEMBER-001304,MEMBER-006017,MEMBER-010183,MEMBER-013185,887820.07,54436.08,H,27218.04,,,No,5,689867.68,No,9286109928,Rural,,,,IND,POL-13294,UIN-241,Plan A,IND_HEALTH
POL-31170,,N,N,TM,U,I,,2023-06-26,2023-06-26,2024-06-24,2024-02-14,AG1083,SM1022,MEMBER-006164,MEMBER-004536,,,,1207722.17,59007.84,H,29503.92,,,No,2,674604.41,No,9327240035,Rural,,,,ORG,POL-31170,UIN-475,Plan B,FAMILY_HEALTH_OPTIMA
POL-14611,,N,N,IF,S,I,,2023-07-22,2023-07-25,2024-07-23,,AG1019,SM1030,MEMBER-000578,MEMBER-001288,MEMBER-008731,,,1035509.86,99650.09,Y,99650.09,,,No,3,826545.35,No,9565752146,Rural,,,,IND,POL-14611,UIN-153,Plan A,CRITICAL_ILLNESS
POL-39213,,N,N,IF,U,I,,2023-10-13,2023-10-18,2024-10-16,,AG1078,SM1008,MEMBER-005568,,,,,1671128.67,125792.4,Y,125792.4,,,No,1,1131094.06,No,9676250411,Urban,,,,DIR,POL-39213,UIN-926,Plan A,CRITICAL_ILLNESS
POL-23259,,N,N,IF,U,I,,2023-07-20,2023-07-25,2024-07-23,,AG1049,SM1039,MEMBER-009121,MEMBER-002415,MEMBER-007223,MEMBER-011510,MEMBER-012092,1148368.64,105960.61,Y,105960.61,,,No,5,891761.6,No,9230453131,Urban,,,,ORG,POL-23259,UIN-996,Plan C,PERSONAL_ACCIDENT
POL-44618,,N,N,IF,U,I,,2024-05-15,2024-05-19,2025-05-18,,AG1126,SM1049,MEMBER-000929,,,,,1361153.81,120145.44,Y,120145.44,,,No,1,697192.91,No,9571201471,Urban,,,,ORG,POL-44618,UIN-289,Plan B,FAMILY_HEALTH_OPTIMA
POL-41354,,N,N,IF,S,I,,2023-04-29,2023-05-03,2024-05-01,,AG1090,SM1041,MEMBER-002307,,,,,947033.35,54888.79,H,54888.79,,,No,1,550578.85,No,9747038259,Urban,,,,ORG,POL-41354,UIN-464,Plan A,TERM_LIFE
POL-22234,,N,N,IF,S,I,,2023-04-24,2023-04-26,2024-04-24,,AG1042,SM1038,MEMBER-006048,MEMBER-003024,MEMBER-007416,MEMBER-010270,MEMBER-003720,177843.95,3773.04,Q,2829.78,,,No,5,126366.27,No,9992876155,Rural,,,,IND,POL-22234,UIN-770,Plan A,CRITICAL_ILLNESS
POL-43491,,N,N,IF,S,I,,2023-04-30,2023-05-04,2024-05-02,,AG1141,SM1013,MEMBER-009259,MEMBER-000043,MEMBER-012398,,,580146.99,38226.61,Y,38226.61,,,No,3,428446.28,No,9618900371,Rural,,,,IND,POL-43491,UIN-209,Plan A,IND_HEALTH
POL-40840,,N,N,IF,S,I,,2023-07-20,2023-07-21,2024-07-19,,AG1177,SM1041,MEMBER-007777,MEMBER-012144,,,,611321.29,36470.05,Y,36470.05,,,No,2,414113.92,No,9153620409,Urban,,,,IND,POL-40840,UIN-509,Plan A,CRITICAL_ILLNESS
POL-45803,,N,N,IF,U,I,,2023-10-22,2023-10-24,2024-10-22,,AG1193,SM1044,MEMBER-009873,MEMBER-010272,,,,2415249.02,216075.79,Y,216075.79,,,No,2,1645338.19,No,9806527212,Urban,,,,DIR,POL-45803,UIN-421,Plan C,CRITICAL_ILLNESS
POL-35078,POL-49962,Y,N,IF,U,I,,2023-08-30,2023-08-30,2024-08-28,,AG1144,SM1044,MEMBER-012817,,,,,1365449.06,129226.09,H,64613.04,,2023-11-30,Yes,1,703297.37,No,9469976086,Rural,1630059.97,2023-08-30,2023-08-29,ORG,POL-49962,UIN-506,Plan C,TERM_LIFE
POL-26175,,N,N,IF,U,I,,2023-04-03,2023-04-04,2024-04-02,,AG1181,SM1041,MEMBER-006732,,,,,2358466.68,163306.24,H,163306.24,,,No,1,1242889.15,No,9048590265,Urban,,,,DIR,POL-26175,UIN-106,Plan B,TERM_LIFE
POL-16690,,N,N,IF,S,I,,2023-07-10,2023-07-14,2024-07-12,,AG1195,SM1035,MEMBER-000001,MEMBER-004753,MEMBER-004807,MEMBER-004972,,1162805.2,106358.17,Q,26589.54,,,No,4,609965.04,No,9556292067,Urban,,,,ORG,POL-16690,UIN-540,Plan B,TERM_LIFE
POL-33674,,N,N,IF,U,I,,2023-11-15,2023-11-17,2024-11-15,,AG1056,SM1006,MEMBER-005906,MEMBER-010506,MEMBER-012120,MEMBER-011907,,2489408.63,103478.91,Y,103478.91,,2024-03-04,Yes,4,1686393.29,No,9000621289,Urban,,,,IND,POL-33674,UIN-455,Plan C,IND_HEALTH
POL-27315,,N,N,IF,S,G,E,2023-10-29,2023-11-01,2024-10-30,,AG1156,SM1031,MEMBER-003941,MEMBER-006640,MEMBER-004202,MEMBER-001893,,8786211.91,602404.77,H,301202.39,,,No,4,6549913.81,No,9903293737,Rural,,,,ORG,POL-27315,UIN-179,Plan A,CRITICAL_ILLNESS
POL-21929,POL-30009,Y,N,IF,S,I,,2023-06-03,2023-06-03,2024-06-01,,AG1046,SM1045,MEMBER-005570,MEMBER-003256,MEMBER-007109,,,1100662.86,79273.24,Y,79273.24,,,No,3,755070.8,No,9438765900,Urban,924354.93,2023-06-03,2023-06-02,IND,POL-30009,UIN-249,Plan A,PERSONAL_ACCIDENT
POL-13010,,N,N,IF,S,I,,2024-06-17,2024-06-21,2025-06-20,,AG1071,SM1047,MEMBER-008904,MEMBER-000876,MEMBER-014791,MEMBER-002876,,1527742.08,58378.17,Y,58378.17,,,No,4,827164.27,No,9679567854,Rural,,,,IND,POL-13010,UIN-920,Plan C,PERSONAL_ACCIDENT
POL-41183,POL-41252,N,Y,IF,S,I,,2024-05-11,2024-05-12,2025-05-11,,AG1010,SM1027,MEMBER-011072,MEMBER-014184,MEMBER-007294,,,412575.08,24024.36,Q,18018.27,2024-05-12,,No,3,313445.82,No,9467013610,Urban,436857.76,,2024-05-11,ORG,POL-41252,UIN-815,Plan C,PERSONAL_ACCIDENT
POL-46854,POL-32217,N,Y,IF,S,I,,2024-01-17,2024-01-17,2025-01-15,,AG1134,SM1014,MEMBER-014269,MEMBER-006807,MEMBER-011741,,,2181519.73,70003.81,M,40835.56,2024-01-17,,No,3,1681578.58,No,9994268149,Urban,2124009.32,,2024-01-16,DIR,POL-32217,UIN-363,Plan B,GROUP_HEALTH
POL-30431,POL-37628,Y,N,IF,S,I,,2024-06-25,2024-06-25,2025-06-24,,AG1194,SM1005,MEMBER-003420,MEMBER-010749,MEMBER-006642,MEMBER-004260,MEMBER-013633,1029523.79,72542.57,Y,72542.57,,,No,5,761532.42,No,9581464401,Rural,827406.77,2024-06-25,2024-06-24,DIR,POL-37628,UIN-511,Plan C,IND_HEALTH
POL-32650,POL-14675,N,Y,IF,S,G,E,2023-09-17,2023-09-17,2024-09-15,,AG1134,SM1024,MEMBER-007167,MEMBER-014059,MEMBER-013561,MEMBER-014955,,9552767.39,694328.67,Y,694328.67,2023-09-17,,No,4,7190330.25,No,9342720463,Rural,10770294.23,,2023-09-16,IND,POL-14675,UIN-561,Plan B,IND_HEALTH
POL-22126,,N,N,IF,U,I,,2023-06-06,2023-06-11,2024-06-09,,AG1147,SM1020,MEMBER-004702,MEMBER-007466,MEMBER-012537,,,1730346.65,152861.03,Y,152861.03,,,No,3,995974.67,No,9569113349,Urban,,,,SPP,POL-22126,UIN-569,Plan B,IND_HEALTH
POL-36109,,N,N,IF,S,I,,2023-10-04,2023-10-08,2024-10-06,,AG1055,SM1013,MEMBER-009981,MEMBER-006834,MEMBER-013249,,,1531541.18,127639.94,Q,31909.99,,,No,3,849136.76,No,9207261417,Urban,,,,IND,POL-36109,UIN-978,Plan C,TERM_LIFE
POL-38282,,N,N,IF,S,I,,2023-12-22,2023-12-26,2024-12-24,,AG1157,SM1037,MEMBER-006058,MEMBER-012604,MEMBER-002549,MEMBER-013587,MEMBER-001902,1140394.16,96371.54,Y,96371.54,,,No,5,673559.48,No,9805965447,Rural,,,,IND,POL-38282,UIN-834,Plan A,GROUP_HEALTH
POL-23084,,N,N,IF,S,I,,2024-07-31,2024-08-02,2025-08-01,,AG1167,SM1012,MEMBER-011317,MEMBER-004227,MEMBER-000834,,,611027.86,45123.02,Q,45123.02,,,No,3,319740.15,No,9649155579,Urban,,,,ORG,POL-23084,UIN-398,Plan C,IND_HEALTH
POL-48886,,N,N,IF,S,I,,2024-01-05,2024-01-09,2025-01-07,,AG1191,SM1030,MEMBER-001604,MEMBER-008001,MEMBER-014751,MEMBER-012849,,2446844.27,146369.0,Y,146369.0,,,No,4,1367464.51,No,9971985217,Urban,,,,IOC,POL-48886,UIN-199,Plan B,GROUP_HEALTH
POL-35684,,N,N,IF,S,G,N,2023-05-02,2023-05-03,2024-05-01,,AG1000,SM1043,MEMBER-008180,MEMBER-003690,MEMBER-004448,MEMBER-010100,MEMBER-014929,5317681.83,453665.9,H,226832.95,,,No,5,4044704.99,No,9513186925,Urban,,,,DIR,POL-35684,UIN-362,Plan C,FAMILY_HEALTH_OPTIMA
POL-33292,,N,N,IF,U,I,,2023-10-02,2023-10-04,2024-10-02,,AG1133,SM1046,MEMBER-008350,MEMBER-009741,MEMBER-009460,MEMBER-008876,MEMBER-012804,1678153.12,142484.81,Q,142484.81,,,No,5,924727.03,No,9115962575,Urban,,,,IND,POL-33292,UIN-642,Plan A,IND_HEALTH
POL-36445,,N,N,IF,S,I,,2023-06-01,2023-06-05,2024-06-03,,AG1144,SM1024,MEMBER-007729,,,,,2319687.9,167538.64,Y,167538.64,,,No,1,1440140.06,No,9856561657,Rural,,,,IND,POL-36445,UIN-144,Plan C,TERM_LIFE
POL-33396,,N,N,IF,S,I,,2023-02-06,2023-02-08,2024-02-07,,AG1114,SM1047,MEMBER-012923,MEMBER-009467,,,,1876754.48,171580.81,Q,85790.4,,,No,2,1245566.05,No,9730064895,Urban,,,,IND,POL-33396,UIN-770,Plan B,FAMILY_HEALTH_OPTIMA
POL-34973,POL-30191,Y,N,IF,S,I,,2024-05-28,2024-05-29,2025-05-28,,AG1118,SM1035,MEMBER-008542,MEMBER-010218,MEMBER-002009,MEMBER-004423,,1652860.81,137864.69,Y,137864.69,,,No,4,1035049.41,No,9273383797,Rural,1562342.68,2024-05-29,2024-05-28,SPP,POL-30191,UIN-952,Plan B,FAMILY_HEALTH_OPTIMA
POL-17476,,N,N,IF,U,I,,2024-07-31,2024-08-05,2025-08-04,,AG1118,SM1007,MEMBER-011591,MEMBER-002793,MEMBER-000518,MEMBER-007041,MEMBER-003103,687158.38,19484.35,H,9742.17,,,No,5,516368.3,No,9618604039,Urban,,,,IND,POL-17476,UIN-289,Plan B,PERSONAL_ACCIDENT
POL-47530,,N,N,IF,S,I,,2023-07-07,2023-07-10,2024-07-08,,AG1045,SM1040,MEMBER-012364,MEMBER-004327,MEMBER-008078,MEMBER-005296,MEMBER-001509,935734.42,40038.87,Y,40038.87,,2023-12-08,Yes,5,499611.47,No,9432374925,Rural,,,,IOC,POL-47530,UIN-553,Plan C,FAMILY_HEALTH_OPTIMA
POL-26780,,N,N,IF,U,I,,2024-04-28,2024-05-01,2025-04-30,,AG1159,SM1008,MEMBER-010717,,,,,2047482.42,99360.76,Y,99360.76,,,No,1,1185253.57,No,9563937075,Rural,,,,IND,POL-26780,UIN-782,Plan B,PERSONAL_ACCIDENT
POL-30253,,N,N,IF,S,I,,2023-01-01,2023-01-01,2023-12-31,,AG1121,SM1044,MEMBER-000277,MEMBER-013358,,,,1936084.88,144445.81,M,72222.9,,,No,2,1413366.15,No,9660476539,Rural,,,,IND,POL-30253,UIN-589,Plan B,FAMILY_HEALTH_OPTIMA
